231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium skin tone, light skin tone        # E12.0  [1] (🧑🏽‍🤝‍🧑🏻)
1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium skin tone, medium-light skin tone # E12.0  [1] (🧑🏽‍🤝‍🧑🏼)
1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium skin tone                         # E12.0  [1] (🧑🏽‍🤝‍🧑🏽)
1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium skin tone, medium-dark skin tone  # E12.1  [1] (🧑🏽‍🤝‍🧑🏾)
1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium skin tone, dark skin tone         # E12.1  [1] (🧑🏽‍🤝‍🧑🏿)
1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB; RGI_Emoji_ZWJ_Sequence; kiss: person, person, medium-dark skin tone, light skin tone #E13.1[1] (🧑🏾‍❤️‍💋‍🧑🏻)
1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC; RGI_Emoji_ZWJ_Sequence; kiss: person, person, medium-dark skin tone, medium-light skin tone #E13.1[1] (🧑🏾‍❤️‍💋‍🧑🏼)
1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD; RGI_Emoji_ZWJ_Sequence; kiss: person, person, medium-dark skin tone, medium skin tone #E13.1[1] (🧑🏾‍❤️‍💋‍🧑🏽)
1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF; RGI_Emoji_ZWJ_Sequence; kiss: person, person, medium-dark skin tone, dark skin tone #E13.1[1] (🧑🏾‍❤️‍💋‍🧑🏿)
1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FB ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: person, person, medium-dark skin tone, light skin tone #E13.1[1] (🧑🏾‍❤️‍🧑🏻)
1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FC ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: person, person, medium-dark skin tone, medium-light skin tone #E13.1[1] (🧑🏾‍❤️‍🧑🏼)
1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FD ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: person, person, medium-dark skin tone, medium skin tone #E13.1[1] (🧑🏾‍❤️‍🧑🏽)
1F9D1 1F3FE 200D 2764 FE0F 200D 1F9D1 1F3FF ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: person, person, medium-dark skin tone, dark skin tone #E13.1[1] (🧑🏾‍❤️‍🧑🏿)
1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium-dark skin tone, light skin tone   # E12.0  [1] (🧑🏾‍🤝‍🧑🏻)
1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium-dark skin tone, medium-light skin tone #E12.0[1] (🧑🏾‍🤝‍🧑🏼)
1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium-dark skin tone, medium skin tone  # E12.0  [1] (🧑🏾‍🤝‍🧑🏽)
1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium-dark skin tone                    # E12.0  [1] (🧑🏾‍🤝‍🧑🏾)
1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: medium-dark skin tone, dark skin tone    # E12.1  [1] (🧑🏾‍🤝‍🧑🏿)
1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB; RGI_Emoji_ZWJ_Sequence; kiss: person, person, dark skin tone, light skin tone  # E13.1  [1] (🧑🏿‍❤️‍💋‍🧑🏻)
1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC; RGI_Emoji_ZWJ_Sequence; kiss: person, person, dark skin tone, medium-light skin tone #E13.1[1] (🧑🏿‍❤️‍💋‍🧑🏼)
1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD; RGI_Emoji_ZWJ_Sequence; kiss: person, person, dark skin tone, medium skin tone # E13.1  [1] (🧑🏿‍❤️‍💋‍🧑🏽)
1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE; RGI_Emoji_ZWJ_Sequence; kiss: person, person, dark skin tone, medium-dark skin tone #E13.1[1] (🧑🏿‍❤️‍💋‍🧑🏾)
1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FB ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: person, person, dark skin tone, light skin tone #E13.1[1] (🧑🏿‍❤️‍🧑🏻)
1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FC ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: person, person, dark skin tone, medium-light skin tone #E13.1[1] (🧑🏿‍❤️‍🧑🏼)
1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FD ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: person, person, dark skin tone, medium skin tone #E13.1[1] (🧑🏿‍❤️‍🧑🏽)
1F9D1 1F3FF 200D 2764 FE0F 200D 1F9D1 1F3FE ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: person, person, dark skin tone, medium-dark skin tone #E13.1[1] (🧑🏿‍❤️‍🧑🏾)
1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: dark skin tone, light skin tone          # E12.0  [1] (🧑🏿‍🤝‍🧑🏻)
1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: dark skin tone, medium-light skin tone   # E12.0  [1] (🧑🏿‍🤝‍🧑🏼)
1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: dark skin tone, medium skin tone         # E12.0  [1] (🧑🏿‍🤝‍🧑🏽)
1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: dark skin tone, medium-dark skin tone    # E12.0  [1] (🧑🏿‍🤝‍🧑🏾)
1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people holding hands: dark skin tone                           # E12.0  [1] (🧑🏿‍🤝‍🧑🏿)
1FAF1 1F3FB 200D 1FAF2 1F3FC                ; RGI_Emoji_ZWJ_Sequence  ; handshake: light skin tone, medium-light skin tone             # E14.0  [1] (🫱🏻‍🫲🏼)
1FAF1 1F3FB 200D 1FAF2 1F3FD                ; RGI_Emoji_ZWJ_Sequence  ; handshake: light skin tone, medium skin tone                   # E14.0  [1] (🫱🏻‍🫲🏽)
1FAF1 1F3FB 200D 1FAF2 1F3FE                ; RGI_Emoji_ZWJ_Sequence  ; handshake: light skin tone, medium-dark skin tone              # E14.0  [1] (🫱🏻‍🫲🏾)
1FAF1 1F3FB 200D 1FAF2 1F3FF                ; RGI_Emoji_ZWJ_Sequence  ; handshake: light skin tone, dark skin tone                     # E14.0  [1] (🫱🏻‍🫲🏿)
1FAF1 1F3FC 200D 1FAF2 1F3FB                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium-light skin tone, light skin tone             # E14.0  [1] (🫱🏼‍🫲🏻)
1FAF1 1F3FC 200D 1FAF2 1F3FD                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium-light skin tone, medium skin tone            # E14.0  [1] (🫱🏼‍🫲🏽)
1FAF1 1F3FC 200D 1FAF2 1F3FE                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium-light skin tone, medium-dark skin tone       # E14.0  [1] (🫱🏼‍🫲🏾)
1FAF1 1F3FC 200D 1FAF2 1F3FF                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium-light skin tone, dark skin tone              # E14.0  [1] (🫱🏼‍🫲🏿)
1FAF1 1F3FD 200D 1FAF2 1F3FB                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium skin tone, light skin tone                   # E14.0  [1] (🫱🏽‍🫲🏻)
1FAF1 1F3FD 200D 1FAF2 1F3FC                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium skin tone, medium-light skin tone            # E14.0  [1] (🫱🏽‍🫲🏼)
1FAF1 1F3FD 200D 1FAF2 1F3FE                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium skin tone, medium-dark skin tone             # E14.0  [1] (🫱🏽‍🫲🏾)
1FAF1 1F3FD 200D 1FAF2 1F3FF                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium skin tone, dark skin tone                    # E14.0  [1] (🫱🏽‍🫲🏿)
1FAF1 1F3FE 200D 1FAF2 1F3FB                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium-dark skin tone, light skin tone              # E14.0  [1] (🫱🏾‍🫲🏻)
1FAF1 1F3FE 200D 1FAF2 1F3FC                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium-dark skin tone, medium-light skin tone       # E14.0  [1] (🫱🏾‍🫲🏼)
1FAF1 1F3FE 200D 1FAF2 1F3FD                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium-dark skin tone, medium skin tone             # E14.0  [1] (🫱🏾‍🫲🏽)
1FAF1 1F3FE 200D 1FAF2 1F3FF                ; RGI_Emoji_ZWJ_Sequence  ; handshake: medium-dark skin tone, dark skin tone               # E14.0  [1] (🫱🏾‍🫲🏿)
1FAF1 1F3FF 200D 1FAF2 1F3FB                ; RGI_Emoji_ZWJ_Sequence  ; handshake: dark skin tone, light skin tone                     # E14.0  [1] (🫱🏿‍🫲🏻)
1FAF1 1F3FF 200D 1FAF2 1F3FC                ; RGI_Emoji_ZWJ_Sequence  ; handshake: dark skin tone, medium-light skin tone              # E14.0  [1] (🫱🏿‍🫲🏼)
1FAF1 1F3FF 200D 1FAF2 1F3FD                ; RGI_Emoji_ZWJ_Sequence  ; handshake: dark skin tone, medium skin tone                    # E14.0  [1] (🫱🏿‍🫲🏽)
1FAF1 1F3FF 200D 1FAF2 1F3FE                ; RGI_Emoji_ZWJ_Sequence  ; handshake: dark skin tone, medium-dark skin tone               # E14.0  [1] (🫱🏿‍🫲🏾)
1F3C3 200D 27A1 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; person running facing right                                    # E15.1  [1] (🏃‍➡️)
1F3C3 1F3FB 200D 27A1 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; person running facing right: light skin tone                   # E15.1  [1] (🏃🏻‍➡️)
1F3C3 1F3FC 200D 27A1 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; person running facing right: medium-light skin tone            # E15.1  [1] (🏃🏼‍➡️)
1F3C3 1F3FD 200D 27A1 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; person running facing right: medium skin tone                  # E15.1  [1] (🏃🏽‍➡️)
1F3C3 1F3FE 200D 27A1 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; person running facing right: medium-dark skin tone             # E15.1  [1] (🏃🏾‍➡️)
1F3C3 1F3FF 200D 27A1 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; person running facing right: dark skin tone                    # E15.1  [1] (🏃🏿‍➡️)
1F468 200D 2695 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man health worker                                              # E4.0   [1] (👨‍⚕️)
1F468 200D 2696 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man judge                                                      # E4.0   [1] (👨‍⚖️)
1F468 200D 2708 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man pilot                                                      # E4.0   [1] (👨‍✈️)
1F468 200D 1F33E                            ; RGI_Emoji_ZWJ_Sequence  ; man farmer                                                     # E4.0   [1] (👨‍🌾)
1F468 200D 1F373                            ; RGI_Emoji_ZWJ_Sequence  ; man cook                                                       # E4.0   [1] (👨‍🍳)
1F468 200D 1F37C                            ; RGI_Emoji_ZWJ_Sequence  ; man feeding baby                                               # E13.0  [1] (👨‍🍼)
1F468 200D 1F393                            ; RGI_Emoji_ZWJ_Sequence  ; man student                                                    # E4.0   [1] (👨‍🎓)
1F468 200D 1F3A4                            ; RGI_Emoji_ZWJ_Sequence  ; man singer                                                     # E4.0   [1] (👨‍🎤)
1F468 200D 1F3A8                            ; RGI_Emoji_ZWJ_Sequence  ; man artist                                                     # E4.0   [1] (👨‍🎨)
1F468 200D 1F3EB                            ; RGI_Emoji_ZWJ_Sequence  ; man teacher                                                    # E4.0   [1] (👨‍🏫)
1F468 200D 1F3ED                            ; RGI_Emoji_ZWJ_Sequence  ; man factory worker                                             # E4.0   [1] (👨‍🏭)
1F468 200D 1F4BB                            ; RGI_Emoji_ZWJ_Sequence  ; man technologist                                               # E4.0   [1] (👨‍💻)
1F468 200D 1F4BC                            ; RGI_Emoji_ZWJ_Sequence  ; man office worker                                              # E4.0   [1] (👨‍💼)
1F468 200D 1F527                            ; RGI_Emoji_ZWJ_Sequence  ; man mechanic                                                   # E4.0   [1] (👨‍🔧)
1F468 200D 1F52C                            ; RGI_Emoji_ZWJ_Sequence  ; man scientist                                                  # E4.0   [1] (👨‍🔬)
1F468 200D 1F680                            ; RGI_Emoji_ZWJ_Sequence  ; man astronaut                                                  # E4.0   [1] (👨‍🚀)
1F468 200D 1F692                            ; RGI_Emoji_ZWJ_Sequence  ; man firefighter                                                # E4.0   [1] (👨‍🚒)
1F468 200D 1F9AF                            ; RGI_Emoji_ZWJ_Sequence  ; man with white cane                                            # E12.0  [1] (👨‍🦯)
1F468 200D 1F9AF 200D 27A1 FE0F             ; RGI_Emoji_ZWJ_Sequence  ; man with white cane facing right                               # E15.1  [1] (👨‍🦯‍➡️)
1F468 200D 1F9BC                            ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair                                    # E12.0  [1] (👨‍🦼)
1F468 200D 1F9BC 200D 27A1 FE0F             ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair facing right                       # E15.1  [1] (👨‍🦼‍➡️)
1F468 200D 1F9BD                            ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair                                       # E12.0  [1] (👨‍🦽)
1F468 200D 1F9BD 200D 27A1 FE0F             ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair facing right                          # E15.1  [1] (👨‍🦽‍➡️)
1F468 1F3FB 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man health worker: light skin tone                             # E4.0   [1] (👨🏻‍⚕️)
1F468 1F3FB 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man judge: light skin tone                                     # E4.0   [1] (👨🏻‍⚖️)
1F468 1F3FB 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man pilot: light skin tone                                     # E4.0   [1] (👨🏻‍✈️)
1F468 1F3FB 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; man farmer: light skin tone                                    # E4.0   [1] (👨🏻‍🌾)
1F468 1F3FB 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; man cook: light skin tone                                      # E4.0   [1] (👨🏻‍🍳)
1F468 1F3FB 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; man feeding baby: light skin tone                              # E13.0  [1] (👨🏻‍🍼)
1F468 1F3FB 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; man student: light skin tone                                   # E4.0   [1] (👨🏻‍🎓)
1F468 1F3FB 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; man singer: light skin tone                                    # E4.0   [1] (👨🏻‍🎤)
1F468 1F3FB 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; man artist: light skin tone                                    # E4.0   [1] (👨🏻‍🎨)
1F468 1F3FB 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; man teacher: light skin tone                                   # E4.0   [1] (👨🏻‍🏫)
1F468 1F3FB 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; man factory worker: light skin tone                            # E4.0   [1] (👨🏻‍🏭)
1F468 1F3FB 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; man technologist: light skin tone                              # E4.0   [1] (👨🏻‍💻)
1F468 1F3FB 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; man office worker: light skin tone                             # E4.0   [1] (👨🏻‍💼)
1F468 1F3FB 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; man mechanic: light skin tone                                  # E4.0   [1] (👨🏻‍🔧)
1F468 1F3FB 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; man scientist: light skin tone                                 # E4.0   [1] (👨🏻‍🔬)
1F468 1F3FB 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; man astronaut: light skin tone                                 # E4.0   [1] (👨🏻‍🚀)
1F468 1F3FB 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; man firefighter: light skin tone                               # E4.0   [1] (👨🏻‍🚒)
1F468 1F3FB 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; man with white cane: light skin tone                           # E12.0  [1] (👨🏻‍🦯)
1F468 1F3FB 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man with white cane facing right: light skin tone              # E15.1  [1] (👨🏻‍🦯‍➡️)
1F468 1F3FB 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair: light skin tone                   # E12.0  [1] (👨🏻‍🦼)
1F468 1F3FB 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair facing right: light skin tone      # E15.1  [1] (👨🏻‍🦼‍➡️)
1F468 1F3FB 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair: light skin tone                      # E12.0  [1] (👨🏻‍🦽)
1F468 1F3FB 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair facing right: light skin tone         # E15.1  [1] (👨🏻‍🦽‍➡️)
1F468 1F3FC 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man health worker: medium-light skin tone                      # E4.0   [1] (👨🏼‍⚕️)
1F468 1F3FC 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man judge: medium-light skin tone                              # E4.0   [1] (👨🏼‍⚖️)
1F468 1F3FC 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man pilot: medium-light skin tone                              # E4.0   [1] (👨🏼‍✈️)
1F468 1F3FC 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; man farmer: medium-light skin tone                             # E4.0   [1] (👨🏼‍🌾)
1F468 1F3FC 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; man cook: medium-light skin tone                               # E4.0   [1] (👨🏼‍🍳)
1F468 1F3FC 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; man feeding baby: medium-light skin tone                       # E13.0  [1] (👨🏼‍🍼)
1F468 1F3FC 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; man student: medium-light skin tone                            # E4.0   [1] (👨🏼‍🎓)
1F468 1F3FC 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; man singer: medium-light skin tone                             # E4.0   [1] (👨🏼‍🎤)
1F468 1F3FC 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; man artist: medium-light skin tone                             # E4.0   [1] (👨🏼‍🎨)
1F468 1F3FC 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; man teacher: medium-light skin tone                            # E4.0   [1] (👨🏼‍🏫)
1F468 1F3FC 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; man factory worker: medium-light skin tone                     # E4.0   [1] (👨🏼‍🏭)
1F468 1F3FC 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; man technologist: medium-light skin tone                       # E4.0   [1] (👨🏼‍💻)
1F468 1F3FC 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; man office worker: medium-light skin tone                      # E4.0   [1] (👨🏼‍💼)
1F468 1F3FC 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; man mechanic: medium-light skin tone                           # E4.0   [1] (👨🏼‍🔧)
1F468 1F3FC 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; man scientist: medium-light skin tone                          # E4.0   [1] (👨🏼‍🔬)
1F468 1F3FC 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; man astronaut: medium-light skin tone                          # E4.0   [1] (👨🏼‍🚀)
1F468 1F3FC 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; man firefighter: medium-light skin tone                        # E4.0   [1] (👨🏼‍🚒)
1F468 1F3FC 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; man with white cane: medium-light skin tone                    # E12.0  [1] (👨🏼‍🦯)
1F468 1F3FC 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man with white cane facing right: medium-light skin tone       # E15.1  [1] (👨🏼‍🦯‍➡️)
1F468 1F3FC 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair: medium-light skin tone            # E12.0  [1] (👨🏼‍🦼)
1F468 1F3FC 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair facing right: medium-light skin tone #E15.1 [1] (👨🏼‍🦼‍➡️)
1F468 1F3FC 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair: medium-light skin tone               # E12.0  [1] (👨🏼‍🦽)
1F468 1F3FC 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair facing right: medium-light skin tone  # E15.1  [1] (👨🏼‍🦽‍➡️)
1F468 1F3FD 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man health worker: medium skin tone                            # E4.0   [1] (👨🏽‍⚕️)
1F468 1F3FD 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man judge: medium skin tone                                    # E4.0   [1] (👨🏽‍⚖️)
1F468 1F3FD 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man pilot: medium skin tone                                    # E4.0   [1] (👨🏽‍✈️)
1F468 1F3FD 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; man farmer: medium skin tone                                   # E4.0   [1] (👨🏽‍🌾)
1F468 1F3FD 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; man cook: medium skin tone                                     # E4.0   [1] (👨🏽‍🍳)
1F468 1F3FD 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; man feeding baby: medium skin tone                             # E13.0  [1] (👨🏽‍🍼)
1F468 1F3FD 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; man student: medium skin tone                                  # E4.0   [1] (👨🏽‍🎓)
1F468 1F3FD 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; man singer: medium skin tone                                   # E4.0   [1] (👨🏽‍🎤)
1F468 1F3FD 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; man artist: medium skin tone                                   # E4.0   [1] (👨🏽‍🎨)
1F468 1F3FD 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; man teacher: medium skin tone                                  # E4.0   [1] (👨🏽‍🏫)
1F468 1F3FD 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; man factory worker: medium skin tone                           # E4.0   [1] (👨🏽‍🏭)
1F468 1F3FD 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; man technologist: medium skin tone                             # E4.0   [1] (👨🏽‍💻)
1F468 1F3FD 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; man office worker: medium skin tone                            # E4.0   [1] (👨🏽‍💼)
1F468 1F3FD 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; man mechanic: medium skin tone                                 # E4.0   [1] (👨🏽‍🔧)
1F468 1F3FD 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; man scientist: medium skin tone                                # E4.0   [1] (👨🏽‍🔬)
1F468 1F3FD 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; man astronaut: medium skin tone                                # E4.0   [1] (👨🏽‍🚀)
1F468 1F3FD 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; man firefighter: medium skin tone                              # E4.0   [1] (👨🏽‍🚒)
1F468 1F3FD 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; man with white cane: medium skin tone                          # E12.0  [1] (👨🏽‍🦯)
1F468 1F3FD 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man with white cane facing right: medium skin tone             # E15.1  [1] (👨🏽‍🦯‍➡️)
1F468 1F3FD 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair: medium skin tone                  # E12.0  [1] (👨🏽‍🦼)
1F468 1F3FD 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in motorized wheelchair facing right: medium skin tone     # E15.1  [1] (👨🏽‍🦼‍➡️)
1F468 1F3FD 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair: medium skin tone                     # E12.0  [1] (👨🏽‍🦽)
1F468 1F3FD 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; man in manual wheelchair facing right: medium skin tone        # E15.1  [1] (👨🏽‍🦽‍➡️)
1F468 1F3FE 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man health worker: medium-dark skin tone                       # E4.0   [1] (👨🏾‍⚕️)
1F468 1F3FE 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man judge: medium-dark skin tone                               # E4.0   [1] (👨🏾‍⚖️)
1F468 1F3FE 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man pilot: medium-dark skin tone                               # E4.0   [1] (👨🏾‍✈️)
1F468 1F3FE 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; man farmer: medium-dark skin tone                              # E4.0   [1] (👨🏾‍🌾)
1F468 1F3FE 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; man cook: medium-dark skin tone                                # E4.0   [1] (👨🏾‍🍳)
1F468 1F3FE 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; man feeding baby: medium-dark skin tone                        # E13.0  [1] (👨🏾‍🍼)
1F468 1F3FE 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; man student: medium-dark skin tone                             # E4.0   [1] (👨🏾‍🎓)
1F468 1F3FE 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; man singer: medium-dark skin tone                              # E4.0   [1] (👨🏾‍🎤)
